Result:
n	Insertion			Merge			

162	6616			14391
163	7974			11100
164	7919			11872
165	7061			11518
166	6538			10028
167	5914			10039
168	6580			16679
169	7619			14106
170	6692			11325
171	5767			11463
172	6305			10327
173	9041			13684
174	6936			13888
175	7868			12228
176	7660			13758
177	8250			12738
178	7383			11483
179	6618			14400
180	7863			12957
181	7325			11405
182	6420			11581
183	6804			12470
184	7699			13164
185	7076			11640
186	6956			11351
187	7434			12132
188	8099			29814
189	8164			16195
190	7077			11757
191	6820			11564
192	8192			19018
193	8928			17750
194	9255			14497
195	8444			17125
196	11523			14612
197	8329			14771
198	7248			14334
199	7951			19295
200	8783			17638
201	8249			12572
202	8661			14799
203	8289			15346
204	11732			15238
205	9261			13462
206	11570			15614
207	9219			15745
208	10865			13658
209	10832			14175
210	8016			16385
211	11445			26734
212	9867			15628
213	8910			13284
214	8846			13975
215	8252			14119
216	9448			13590
217	9936			22266
218	10161			13936
219	9286			16349
220	11617			19393
221	11434			19159
222	10803			16806
223	12275			15999
224	9438			14436
225	10216			15495
226	9160			14308
227	10247			21817
228	15333			16509
229	9420			15497
230	10262			18150
231	12171			15655
232	9738			15078
233	9886			16549
234	13594			17268
235	10263			20141
236	10800			16043
237	13689			19020
238	10218			16335
239	13525			18812
240	11049			17385
241	11182			21050
242	12746			26963
243	11053			16803
244	11538			17803
245	11405			15689
246	12001			18300
247	10945			15948
248	11074			16774
249	14395			24844
250	15359			20286
251	12142			17430
252	12006			17532
253	14149			25968
254	16088			25724
255	13878			18395
256	11735			17017
257	13066			18042
258	14008			19427
259	14659			19274
260	13876			19495
261	12971			24866
262	14778			18547
263	13876			19980
264	11957			17426
265	12703			18076
266	12863			19420
267	13640			22292
268	13627			19442
269	12868			18336
270	14023			18246
271	13866			21048
272	14551			21857
273	17314			20366
274	15663			20563
275	14962			19881
276	13276			24162
277	16015			20299
278	15400			23381
279	15117			22230
280	16700			19772
281	13871			18414
282	15389			21976
283	15427			20154
284	18758			20622
285	18221			32646
286	16293			18664
287	22072			26168
288	17123			21478
289	16278			25498
290	16523			19343
291	19574			25809
292	18893			21635
293	14654			25922
294	16466			21040
295	14690			27515
296	21417			20644
297	14657			22541
298	17192			22374
299	18160			22416
300	17596			21415
301	19245			20086
302	19070			22581
303	19804			23673
304	18179			19822
305	18976			20899
306	22022			22951
307	19023			21007
308	18689			24608
309	19361			22707
310	19537			29773
311	22075			25386
312	24020			21680
313	20700			24479
314	21372			21440
315	24884			23344
316	23561			24104
317	21754			24560
318	31906			23134
319	22528			24027
320	23296			27839
321	32303			28906
322	27502			29913
323	26158			27188
324	20547			25066
325	23019			21814
326	21787			22620
327	25902			29938
328	25858			22728
329	20853			24219
330	21047			28896
331	25731			30981
332	24929			24991
333	29246			28440
334	23389			28275
335	26293			27769
336	25174			26614
337	22026			26971
338	30531			30448
339	25751			22800
340	23516			22658
341	28486			29802
342	27031			29926
343	35882			26752
344	30864			26409
345	23082			31753
346	31321			28640
347	29016			30966
348	27424			32060
349	26225			23128
350	23466			23311
351	25090			24768
352	23324			24795
353	32667			29968
354	31106			25291
355	24383			24029
356	25373			24667
357	26493			31903
358	28556			29138
359	30772			27563
360	28054			30195
361	28952			31454
362	31387			26713
363	29250			25926
364	31882			34038
365	38023			27519
366	25473			30599
367	35369			29081
368	26825			26517
369	25428			24217
370	27223			30060
371	33085			32440
372	30591			37673
373	29993			29219
374	30925			25880
375	29594			35150
376	30397			39095
377	30145			32466
378	31970			29219
379	36561			30365
380	34770			29137
381	34074			31346
382	37957			34496
383	31497			29455
384	27443			29131
385	35305			34119
386	36366			33896
387	37517			30653
388	34442			37439
389	32690			29275
390	29748			30945
391	29174			26658
392	34090			32332
393	39334			30688
394	29271			30888
395	42606			34236
396	38497			37110
397	36116			28914
398	38533			33975
399	34368			33700
400	42650			33748
401	35172			36451
402	43766			32175
403	37479			38957
404	32236			33757
405	32423			34347
406	36694			30088
407	31509			28477
408	32965			37920
409	40955			35199
410	41437			36132
411	43067			40466
412	35822			37389
413	34498			31392
414	31554			29193
415	32653			29991
416	36416			35381
417	36646			31177
418	39696			36743
419	37234			30655
420	32602			35440
421	35145			30991
422	35151			33856
423	39464			28479
424	35426			28522
425	41110			41178
426	43663			33936
427	37886			33166
428	40636			36448
429	39036			29130
430	39788			35340
431	42408			35487
432	41248			30818
433	39796			32290
434	35020			29636
435	40980			32573
436	49482			32928
437	41963			31532
438	37048			32497
439	34914			37559
440	41797			30615
441	42666			31340
442	35905			33906
443	41425			32780
444	44873			34308
445	38535			33691
446	38341			37733
447	44314			33052
448	46263			29909
449	48784			42494
450	48614			38820
451	39509			34854
452	38615			39827
453	47480			34980
454	42412			32959
455	39867			39369
456	41953			36766
457	40760			32136
458	38310			35586
459	39578			33980
460	45569			38640
461	40998			32710
462	40809			33645
463	41648			37181
464	42086			45768
465	45848			36140
466	43349			32775
467	43376			40137
468	47599			42286
469	40567			38871
470	40849			42914
471	53263			38004
472	41000			35413
473	49560			43461
474	46909			35807
475	47637			41495
476	45102			42575
477	51550			40024
478	46895			33231
479	45305			38102
480	51750			39046
481	48863			39104
482	42475			41314
483	55759			45719
484	53431			50356
485	47283			39594
486	45303			36211
487	45509			35947
488	54523			43163
489	53528			44103
490	49807			47649
491	51234			35443
492	55535			48035
493	59177			47282
494	70641			38995
495	47669			37531
496	56611			46036
497	52760			41022
498	52563			41556
499	47979			41752
500	50720			35210
501	52132			45089
502	52753			36146
503	57194			40310
504	45437			38219
505	45648			35432
506	53802			44499
507	52851			35907
508	49508			37905
509	58911			41866
510	52050			46286
511	56359			40051
512	58388			39837
513	51825			52674
514	56435			37795
515	55029			43524
516	54066			36573
517	58881			42633
518	54914			42640
519	51544			40378
520	53707			38743
521	52585			41565
522	51756			38535
523	54648			44645
524	63625			41624
525	52256			37310
526	66377			51750
527	66208			40679
528	54431			46013
529	67329			43170
530	56658			37445
531	55305			41972
532	53609			39931
533	51719			41259
534	68244			41896
535	52264			38207
536	72374			53653
537	61658			45597
538	69929			48023
539	57907			45282
540	57233			38051
541	59321			49740
542	57280			41621
543	55410			43041
544	57836			40146
545	62720			41367
546	73421			47524
547	66882			39601
548	53331			52159
549	64361			45663
550	70003			52786
551	67690			48974
552	57609			39342
553	58657			48323
554	56781			39281
555	62538			47926
556	55116			47871
557	59960			42452
558	57852			41934
559	59297			39945
560	81189			58568
561	75330			49210
562	60774			44180
563	58558			45462
564	72386			41388
565	57541			47107
566	75547			53217
567	70157			45299
568	58035			42199
569	62671			49708
570	70485			54759
571	61060			47567
572	81630			43937
573	84065			51366
574	61588			56017
575	67845			48971
576	63018			42902
577	69086			47625
578	71148			45314
579	61646			49831
580	67753			55664
581	79020			52699
582	62044			50865
583	67427			49515
584	82528			61756
585	75496			48111
586	66152			49961
587	62748			56367
588	79695			43545
589	72822			52061
590	82693			45608
591	74066			45662
592	69231			49190
593	81851			49345
594	71322			53242
595	77045			51096
596	67499			44533
597	69591			49004
598	73471			55883
599	87334			52433
600	70999			48350
601	75967			45049
602	64174			55389
603	77966			70491
604	85013			56172
605	68541			54433
606	91552			51038
607	71375			55326
608	68376			51718
609	68688			44673
610	71435			49124
611	86684			51458
612	91474			55217
613	72619			53213
614	81236			51996
615	82203			50523
616	79469			47885
617	75745			48323
618	74222			55810
619	73233			50603
620	82778			50409
621	76349			59730
622	73518			46470
623	75082			60024
624	85629			52471
625	94445			55565
626	88498			52260
627	82642			55049
628	79472			47862
629	83171			55162
630	70025			64384
631	77570			59538
632	89015			53562
633	86614			52178
634	84329			49261
635	74935			49273
636	71839			56055
637	91454			51136
638	78477			57588
639	86948			61230
640	85226			46236
641	88431			50440
642	86121			55691
643	87537			52784
644	74235			52215
645	92457			64332
646	79588			49409
647	72339			48846
648	92508			56646
649	81782			60079
650	80040			54124
651	84928			49174
652	76464			56333
653	92344			60558
654	76501			63672
655	97208			50968
656	85708			59713
657	89401			58475
658	100060			52140
659	81077			63236
660	87088			53234
661	76747			51814
662	79461			48609
663	78723			60883
664	93761			50311
665	87555			58290
666	83029			54914
667	99321			60225
668	96605			66504
669	97979			56723
670	97148			65700
671	84797			57097
672	98395			53321
673	83136			53983
674	94325			59556
675	81808			53965
676	81443			65110
677	112019			64848
678	83765			51257
679	96696			54569
680	105034			61543
681	87895			65510
682	111062			63943
683	101203			55500
684	81118			57942
685	87231			58809
686	94046			61536
687	98056			58684
688	92482			51540
689	92333			57972
690	112363			63982
691	94481			50428
692	87373			57752
693	85433			59288
694	93405			60912
695	85750			52151
696	97076			57249
697	94059			50447
698	107942			62356
699	96700			53294
700	103166			54631
701	97173			57035
702	109134			62216
703	87732			68233
704	127244			55820
705	88053			55843
706	94443			53995
707	114401			56726
708	102882			62911
709	100273			71796
710	121491			75198
711	108042			59016
712	109646			65535
713	107913			63446
714	95610			57362
715	98101			56218
716	111202			58845
717	120123			68021
718	111092			58556
719	104055			53970
720	88646			63924
721	100939			54737
722	92071			52733
723	96562			58609
724	106663			59581
725	107861			63984
726	128778			69696
727	98027			60763
728	98140			55432
729	104224			66636
730	118200			63093
731	104875			79184
732	107850			69002
733	104899			69304
734	99683			61708
735	119491			67925
736	111687			55567
737	113054			59356
738	109409			60860
739	105972			72305
740	96881			71311
741	115029			69564
742	104298			57189
743	113761			76408
744	103553			64464
745	104506			74014
746	124140			67665
747	117691			65534
748	107759			62228
749	119154			62466
750	119778			63636
751	97065			66607
752	117204			70135
753	116443			63689
754	100672			67795
755	131422			78225
756	124498			62340
757	110946			66101
758	102800			68645
759	116673			65842
760	111963			63439
761	109184			60921
762	120513			63009
763	119484			61222
764	135471			64772
765	113745			71521
766	113862			73747
767	106375			62939
768	120360			74352
769	130061			66625
770	136893			67360
771	117631			74207
772	128711			67829
773	106672			65743
774	132713			65750
775	116721			76106
776	112448			63190
777	116562			68217
778	135073			69119
779	118025			61297
780	124612			69392
781	132345			64166
782	109651			74686
783	132657			73800
784	144626			66946
785	129290			64630
786	135223			64656
787	134302			64148
788	110272			62612
789	122395			71240
790	136746			66048
791	135911			81992
792	144201			79600
793	132825			70357
794	113079			63150
795	116755			60097
796	125693			67712
797	131048			77153
798	120092			78561
799	119180			76399
800	134547			63495
801	126425			77260
802	126829			67305
803	115640			82194
804	128429			69622
805	114876			69951
806	119630			79222
807	115118			73010
808	146621			78563
809	146685			68765
810	138183			74418
811	143997			73493
812	147942			75926
813	140901			62016
814	117536			77562
815	132694			76675
816	130743			72884
817	137980			67670
818	158859			71715
819	132391			69502
820	136127			70657
821	154193			73018
822	135645			66232
823	131792			70477
824	145379			81575
825	149570			75544
826	143534			77772
827	122535			71879
828	148508			78110
829	136041			81120
830	133447			77492
831	140692			69921
832	124220			68726
833	138626			70854
834	144786			71728
835	133207			76926
836	144565			65311
837	161611			94252
838	140191			73667
839	137023			77482
840	143197			69175
841	158253			67032
842	123535			75804
843	132739			80364
844	146381			64755
845	130148			71563
846	143224			72364
847	133403			66026
848	140655			85241
849	127603			68292
850	141108			79633
851	138514			77607
852	130270			71864
853	157636			74097
854	151975			72669
855	143318			79875
856	170008			75542
857	148736			87029
858	160012			67265
859	129618			70696
860	134797			77646
861	168415			79462
862	145849			80212
863	159473			70883
864	144905			77111
865	173770			78254
866	137123			70039
867	165793			83303
868	150993			76670
869	134144			75203
870	174070			75438
871	149587			72855
872	133225			79054
873	147101			73902
874	138023			78877
875	149441			73040
876	143830			78043
877	144088			74396
878	140482			79917
879	149961			72115
880	179081			88503
881	158600			83380
882	165826			82493
883	142732			85512
884	141100			76304
885	142741			80484
886	139805			78916
887	154305			85347
888	161207			90030
889	143218			75740
890	157242			70245
891	146835			77000
892	142031			69655
893	172986			81423
894	148607			72485
895	145505			83120
896	165517			79596
897	144560			78624
898	143260			69041
899	156791			85118
900	142220			83335
901	143198			72856
902	153374			72120
903	154500			76555
904	154392			73535
905	165979			95186
906	142810			73934
907	174430			82676
908	148360			75655
909	157406			92169
910	175879			78958
911	173935			74444
912	168808			76977
913	165944			74268
914	148317			68748
915	168806			80324
916	163523			95193
917	148677			77256
918	148331			86358
919	160506			78165
920	160843			77878
921	186936			79211
922	173243			76217
923	155781			75953
924	144845			75838
925	151779			83146
926	181934			89540
927	167590			85795
928	165404			88166
929	185304			89846
930	156503			80368
931	169839			94937
932	187027			84075
933	152660			97766
934	181339			79069
935	161252			78229
936	152823			82085
937	169498			81724
938	179697			82411
939	155205			85060
940	187541			77533
941	183120			91249
942	173873			79343
943	173198			78856
944	154447			76444
945	154684			86654
946	177318			87792
947	173718			78845
948	166262			92233
949	169174			79877
950	159206			81978
951	179265			76202
952	184399			74565
953	167995			97818
954	160004			86301
955	174277			82359
956	175940			83204
957	172581			80730
958	163804			87693
959	184064			85571
960	168462			78571
961	199697			97226
962	170646			96370
963	177933			94072
964	164784			77678
965	179530			82176
966	159501			82216
967	165025			88363
968	185533			87692
969	176286			85711
970	173383			84589
971	189224			88942
972	188996			78479
973	183090			79935
974	176974			85736
975	188964			106641
976	192836			85419
977	200583			89579
978	179915			81620
979	179972			98531
980	185921			90413
981	197744			90171
982	165378			83912
983	181313			89710
984	198655			89722
985	192019			110824
986	186952			101018
987	180524			90272
988	187909			89693
989	212279			84354
990	193319			93784
991	188019			103224
992	192322			86138
993	178254			79301
994	210767			98968
995	197266			84131
996	189137			89991
997	180800			83179
998	207559			98703
999	167334			92052
1000	207802			92298
