type 0 to print on screen
0
K			time

When k = 529, min time is 20277
K			time

When k = 537, min time is 20913
K			time

When k = 792, min time is 18714
K			time

When k = 606, min time is 18760
K			time

When k = 828, min time is 18733
K			time

When k = 567, min time is 18702
K			time

When k = 581, min time is 18732
K			time

When k = 893, min time is 18788
K			time

When k = 790, min time is 18720
K			time

When k = 706, min time is 18731
average of k is 0


Now check two algorithm separately...
Result:
n	Insertion		Merge			Combine			

2	0			0			0
3	0			0			0
4	0			0			0
5	0			0			0
6	0			0			0
7	0			0			0
8	0			0			0
9	0			0			0
10	0			0			0
11	0			0			0
12	0			0			0
13	0			0			0
14	0			0			0
15	0			1			0
16	0			1			0
17	0			1			0
18	0			1			0
19	0			2			0
20	0			1			0
21	0			2			0
22	0			2			0
23	0			2			0
24	0			2			1
25	1			2			1
26	1			2			1
27	1			2			1
28	1			2			1
29	1			2			1
30	1			2			1
31	1			3			1
32	1			3			1
33	1			4			1
34	1			4			1
35	1			4			1
36	1			4			1
37	2			4			1
38	2			4			1
39	2			4			2
40	2			4			2
41	2			4			2
42	2			4			2
43	2			4			2
44	2			5			2
45	2			5			2
46	2			5			2
47	3			5			2
48	3			5			2
49	3			5			3
50	3			5			3
51	3			5			3
52	3			6			3
53	3			6			3
54	3			6			3
55	3			6			3
56	3			6			3
57	4			6			3
58	4			6			3
59	4			7			3
60	4			6			4
61	4			7			4
62	4			6			4
63	4			7			4
64	4			8			4
65	4			8			4
66	5			8			4
67	5			9			5
68	5			9			5
69	5			9			5
70	5			9			5
71	5			9			5
72	6			9			6
73	6			9			5
74	6			10			5
75	6			10			6
76	6			10			5
77	6			10			6
78	6			10			6
79	6			10			6
80	6			10			6
81	7			10			7
82	7			10			6
83	7			10			7
84	7			11			7
85	7			11			7
86	7			11			7
87	8			11			7
88	8			12			7
89	8			11			7
90	8			12			7
91	8			11			8
92	8			12			8
93	9			11			8
94	9			12			8
95	9			12			8
96	9			12			8
97	9			12			8
98	9			13			9
99	10			12			9
100	10			13			9
101	10			13			10
102	10			13			9
103	10			13			10
104	10			13			10
105	11			14			10
106	11			14			10
107	11			14			10
108	12			14			11
109	12			14			11
110	12			14			11
111	12			14			11
112	12			14			11
113	13			14			11
114	13			15			12
115	13			15			12
116	13			16			12
117	13			16			13
118	14			15			13
119	14			16			13
120	14			15			13
121	15			16			17
122	15			16			18
123	15			17			18
124	15			16			19
125	16			17			19
126	16			17			19
127	16			17			20
128	16			19			21
129	17			20			20
130	16			20			20
131	17			20			21
132	18			21			22
133	18			20			21
134	18			20			22
135	18			20			21
136	18			21			22
137	18			21			22
138	19			21			23
139	19			22			23
140	20			22			23
141	20			22			24
142	21			21			24
143	20			21			24
144	21			23			26
145	21			23			25
146	23			23			26
147	22			22			25
148	22			22			26
149	22			23			26
150	22			23			27
151	22			23			27
152	23			23			30
153	24			24			28
154	23			23			28
155	24			24			29
156	26			24			29
157	25			24			30
158	24			24			31
159	25			24			30
160	25			24			30
161	26			25			31
162	27			25			31
163	27			25			32
164	26			25			32
165	27			25			33
166	27			25			32
167	28			25			33
168	28			26			34
169	29			26			34
170	30			27			34
171	29			26			34
172	29			27			36
173	31			27			35
174	31			26			36
175	31			27			37
176	32			27			37
177	31			27			38
178	33			27			38
179	32			27			39
180	34			28			38
181	33			28			40
182	34			29			39
183	33			28			39
184	34			28			41
185	36			29			43
186	36			29			41
187	35			29			42
188	35			29			44
189	36			29			42
190	37			29			43
191	37			29			43
192	37			29			44
193	37			31			45
194	38			30			44
195	38			30			45
196	39			31			47
197	39			30			46
198	40			31			47
199	40			32			47
200	42			31			48
201	40			31			48
202	40			31			49
203	41			31			49
204	41			32			49
205	43			32			50
206	42			32			50
207	42			32			50
208	44			33			51
209	43			33			51
210	44			33			53
211	45			34			53
212	45			32			52
213	45			33			55
214	46			34			55
215	45			33			54
216	46			33			54
217	48			34			55
218	47			35			55
219	47			35			57
220	47			34			59
221	49			34			56
222	49			36			57
223	48			35			57
224	53			35			57
225	50			35			58
226	51			36			61
227	51			36			59
228	51			36			59
229	51			36			60
230	51			36			61
231	52			36			61
232	53			36			61
233	54			37			63
234	53			36			62
235	54			36			62
236	54			38			63
237	55			37			65
238	56			37			65
239	55			37			64
240	55			37			65
241	56			38			67
242	57			38			61
243	58			39			61
244	59			38			59
245	57			38			60
246	59			39			61
247	58			38			62
248	59			39			63
249	60			38			63
250	63			39			63
251	63			41			64
252	62			39			64
253	62			40			64
254	63			40			66
255	62			40			65
256	62			43			65
257	65			46			66
258	66			46			66
259	64			46			69
260	67			46			67
261	67			48			67
262	68			47			68
263	67			48			69
264	68			48			68
265	68			47			73
266	67			47			72
267	69			47			72
268	69			47			70
269	69			48			71
270	70			48			72
271	70			48			74
272	70			48			73
273	71			49			72
274	72			49			75
275	73			48			75
276	72			48			76
277	76			48			75
278	73			48			76
279	75			49			76
280	76			51			80
281	79			49			79
282	77			49			80
283	76			49			80
284	78			51			79
285	77			51			81
286	78			50			83
287	78			50			80
288	79			51			84
289	80			51			80
290	80			55			82
291	81			52			83
292	82			51			83
293	83			54			85
294	84			52			84
295	84			52			86
296	84			53			86
297	84			52			85
298	84			52			87
299	87			53			87
300	85			54			89
301	87			53			90
302	86			54			90
303	89			53			89
304	90			54			89
305	87			56			90
306	88			54			92
307	93			56			93
308	88			54			93
309	90			55			93
310	92			54			93
311	91			56			94
312	93			56			93
313	94			55			95
314	95			56			94
315	93			56			100
316	93			57			96
317	94			58			95
318	94			56			96
319	95			57			98
320	100			57			97
321	97			57			99
322	98			57			98
323	98			57			99
324	98			57			101
325	100			59			100
326	99			57			100
327	101			57			101
328	100			58			101
329	103			61			103
330	102			58			106
331	101			59			105
332	105			58			104
333	106			59			109
334	104			59			105
335	104			59			109
336	106			59			107
337	108			60			108
338	107			60			108
339	106			61			113
340	106			60			110
341	108			61			109
342	110			62			109
343	109			61			111
344	109			61			112
345	110			62			113
346	109			60			115
347	111			61			114
348	111			61			116
349	122			63			122
350	120			63			113
351	113			62			115
352	116			64			115
353	118			62			119
354	115			63			116
355	114			64			118
356	118			63			119
357	118			62			118
358	120			63			121
359	121			64			118
360	120			63			122
361	120			64			122
362	121			64			123
363	124			65			121
364	123			64			126
365	123			66			126
366	125			66			122
367	123			65			124
368	125			68			125
369	125			65			126
370	125			66			127
371	126			65			126
372	126			66			130
373	129			70			127
374	129			67			128
375	128			66			130
376	132			67			129
377	129			66			131
378	131			67			130
379	130			66			131
380	131			68			133
381	133			67			134
382	132			67			132
383	136			67			133
384	134			69			137
385	136			69			136
386	136			69			136
387	136			69			136
388	137			69			140
389	139			70			138
390	138			69			143
391	140			72			141
392	144			71			141
393	142			72			140
394	144			71			142
395	141			69			143
396	143			72			145
397	145			70			142
398	146			71			144
399	145			72			144
400	145			71			149
401	145			72			147
402	146			72			150
403	149			71			145
404	148			73			151
405	150			72			149
406	149			72			148
407	152			72			148
408	150			72			150
409	151			73			149
410	155			74			152
411	152			74			151
412	153			76			152
413	160			73			152
414	153			74			153
415	154			75			157
416	157			76			155
417	157			74			156
418	156			75			158
419	158			74			159
420	157			78			157
421	160			75			158
422	159			75			157
423	159			75			160
424	165			77			164
425	161			76			161
426	167			77			161
427	164			77			163
428	166			77			164
429	165			76			165
430	169			78			165
431	166			76			167
432	168			77			168
433	165			77			167
434	170			77			169
435	170			78			168
436	169			79			168
437	172			78			172
438	172			78			171
439	176			77			170
440	174			78			174
441	172			78			173
442	174			80			176
443	174			79			172
444	177			80			176
445	177			80			177
446	179			79			173
447	178			80			184
448	182			79			177
449	180			80			175
450	181			80			179
451	183			80			179
452	180			81			180
453	184			81			183
454	184			81			179
455	184			81			179
456	185			81			182
457	184			83			186
458	188			83			184
459	188			83			185
460	188			84			186
