type 0 to print on screen
0
K			time

When k = 529, min time is 20277
K			time

When k = 537, min time is 20913
K			time

When k = 792, min time is 18714
K			time

When k = 606, min time is 18760
K			time

When k = 828, min time is 18733
K			time

When k = 567, min time is 18702
K			time

When k = 581, min time is 18732
K			time

When k = 893, min time is 18788
K			time

When k = 790, min time is 18720
K			time

When k = 706, min time is 18731
average of k is 0


Now check two algorithm separately...
Result:
n	Insertion		Merge			Combine			

461	194			84			185
462	191			83			186
463	192			82			186
464	192			82			187
465	192			83			194
466	196			83			189
467	194			83			190
468	196			83			193
469	196			84			190
470	199			83			191
471	196			84			192
472	199			84			193
473	196			84			198
474	199			85			196
475	198			86			199
476	202			85			198
477	201			85			199
478	204			85			198
479	204			86			202
480	203			90			201
481	204			88			205
482	204			87			212
483	205			87			218
484	209			86			269
485	212			88			268
486	209			89			266
487	210			87			268
488	211			87			272
489	209			88			278
490	214			90			270
491	213			88			270
492	215			88			274
493	215			87			277
494	218			88			275
495	217			89			278
496	218			91			278
497	217			91			277
498	229			93			291
499	223			88			281
500	223			91			282
501	221			89			281
502	223			91			280
503	223			91			283
504	228			90			284
505	224			90			288
506	223			90			293
507	227			91			286
508	228			89			288
509	229			90			293
510	232			90			292
511	230			91			293
512	236			98			293
513	231			101			295
514	231			102			294
515	236			103			300
516	232			102			300
517	240			102			299
518	235			103			299
519	235			103			297
520	235			107			299
521	238			105			300
522	237			108			303
523	241			105			300
524	242			103			301
525	243			105			306
526	245			105			305
527	244			106			310
528	244			103			309
529	245			105			307
530	242			104			311
531	245			105			316
532	246			107			315
533	252			107			312
534	253			107			317
535	248			105			317
536	253			106			323
537	250			108			315
538	252			106			318
539	255			106			319
540	255			108			324
541	252			106			321
542	255			107			325
543	258			106			324
544	258			107			322
545	265			108			328
546	262			109			333
547	260			108			332
548	262			109			329
549	259			108			330
550	265			109			329
551	268			110			339
552	262			110			332
553	265			110			333
554	269			110			335
555	271			109			335
556	269			109			340
557	270			112			339
558	271			110			342
559	270			110			341
560	274			111			346
561	271			110			346
562	275			113			346
563	274			111			351
564	274			112			348
565	281			111			343
566	279			111			350
567	282			114			352
568	278			111			352
569	279			111			356
570	278			111			356
571	281			114			356
572	283			112			359
573	285			113			354
574	285			113			357
575	285			115			366
576	295			115			365
577	292			113			363
578	292			113			365
579	289			115			364
580	290			116			366
581	292			115			366
582	294			115			372
583	300			117			372
584	291			116			366
585	300			115			371
586	296			116			372
587	297			116			374
588	302			116			370
589	301			115			373
590	304			116			373
591	303			116			404
592	308			116			380
593	312			117			383
594	309			117			382
595	306			119			384
596	311			118			380
597	306			120			389
598	314			120			391
599	309			119			385
600	315			121			395
601	311			118			394
602	309			119			391
603	315			119			393
604	326			119			390
605	314			119			394
606	318			118			394
607	315			119			395
608	317			122			398
609	319			119			398
610	317			121			399
611	323			119			399
612	320			121			403
613	322			120			400
614	329			119			408
615	322			122			410
616	324			122			408
617	327			121			407
618	324			122			407
619	330			121			406
620	334			120			414
621	330			123			409
622	334			122			416
623	332			124			417
624	339			124			419
625	336			125			419
626	333			124			419
627	339			123			418
628	338			123			420
629	340			122			419
630	343			124			423
631	344			124			419
632	341			124			424
633	341			125			429
634	343			124			424
635	342			127			429
636	346			125			430
637	352			126			431
638	348			124			429
639	351			127			433
640	349			125			442
641	349			128			433
642	349			126			437
643	352			127			437
644	352			127			436
645	351			128			439
646	353			131			447
647	362			128			442
648	360			129			443
649	357			128			446
650	359			133			448
651	367			128			448
652	360			129			453
653	367			130			450
654	363			129			451
655	363			129			457
656	365			130			460
657	369			132			457
658	373			130			461
659	375			131			464
660	372			130			455
661	374			130			459
662	376			132			462
663	374			130			466
664	374			131			462
665	375			134			485
666	389			132			465
667	380			131			464
668	378			132			475
669	380			132			471
670	384			131			471
671	382			133			475
672	388			136			477
673	387			134			477
674	387			133			478
675	383			132			480
676	387			134			481
677	394			135			482
678	390			133			484
679	391			134			481
680	392			136			488
681	394			137			487
682	396			134			490
683	400			135			487
684	397			137			497
685	400			133			492
686	400			137			502
687	396			138			490
688	401			137			501
689	406			137			496
690	410			136			499
691	409			136			495
692	407			136			506
693	413			140			506
694	411			136			514
695	414			139			509
696	411			137			506
697	415			138			509
698	418			138			510
699	415			138			511
700	414			142			508
701	419			139			517
702	414			138			517
703	418			137			523
704	422			140			517
705	423			141			522
706	420			140			519
707	427			139			521
708	421			141			521
709	427			143			528
710	428			142			525
711	430			140			529
712	426			142			538
713	424			141			536
714	433			141			535
715	431			141			531
716	431			143			536
717	432			144			536
718	436			142			537
719	438			142			542
720	434			143			540
721	438			141			545
722	442			143			546
723	435			142			543
724	443			145			541
725	442			143			549
726	441			144			550
727	443			143			561
728	462			151			564
729	442			144			560
730	450			145			562
731	447			143			559
732	458			144			560
733	453			145			562
734	456			143			556
735	455			145			570
736	458			144			567
737	456			144			568
738	459			146			571
739	464			145			571
740	466			145			568
741	464			146			571
742	462			146			570
743	471			147			579
744	463			147			576
745	469			148			572
746	474			147			579
747	465			145			573
748	469			147			584
749	468			149			580
750	476			148			582
751	478			151			591
752	472			150			590
753	474			146			586
754	476			148			592
755	482			150			587
756	481			148			589
757	482			149			599
758	488			150			590
759	482			150			593
760	481			151			604
761	485			150			615
762	487			151			604
763	489			149			604
764	492			149			605
765	491			150			612
766	497			151			611
767	496			152			611
768	499			152			618
769	500			156			617
770	499			153			614
771	494			153			612
772	501			154			621
773	499			154			620
774	504			155			626
775	498			154			620
776	504			155			632
777	503			156			624
778	509			156			630
779	509			156			627
780	516			157			630
781	514			156			627
782	517			157			661
783	521			156			642
784	517			155			639
785	517			157			643
786	513			160			638
787	526			157			642
788	523			158			650
789	526			159			646
790	521			159			644
791	526			160			649
792	529			158			651
793	529			158			654
794	529			158			655
795	523			161			649
796	534			158			663
797	534			160			657
798	533			159			659
799	538			160			660
800	535			159			656
801	535			160			661
802	542			159			666
803	533			160			670
804	543			159			664
805	550			160			669
806	541			160			673
807	544			159			676
808	546			160			675
809	546			162			672
810	549			161			674
811	554			164			675
812	557			160			690
813	554			165			683
814	560			161			678
815	553			162			691
816	557			163			693
817	558			165			687
818	554			162			689
819	561			161			692
820	561			162			693
821	563			162			699
822	563			166			703
823	571			164			691
824	566			164			701
825	569			163			705
826	574			165			708
827	575			165			707
828	577			165			705
829	580			163			706
830	573			165			711
831	579			170			728
832	579			167			709
833	578			168			723
834	588			167			715
835	600			170			716
836	585			167			726
837	589			166			719
838	580			166			722
839	585			168			723
840	588			167			724
841	590			168			723
842	591			171			735
843	592			168			732
844	592			168			728
845	592			171			734
846	594			169			731
847	598			169			738
848	604			170			738
849	610			169			743
850	605			168			743
851	602			169			746
852	610			169			752
853	608			171			750
854	612			169			750
855	605			173			753
856	606			170			750
857	611			169			752
858	609			171			754
859	619			174			760
860	618			171			765
861	616			173			759
862	623			169			762
863	615			173			763
864	627			178			764
865	626			171			774
866	632			171			765
867	630			172			766
868	633			172			771
869	625			172			773
870	634			172			785
871	626			174			776
872	629			177			782
873	649			174			779
874	640			175			784
875	643			175			815
876	643			176			795
877	643			172			796
878	637			173			789
879	644			174			796
880	645			174			795
881	641			177			804
882	644			173			814
883	649			176			801
884	670			187			803
885	654			178			804
886	647			176			805
887	653			177			806
888	655			175			815
889	655			178			807
890	656			177			816
891	659			178			812
892	661			175			817
893	670			176			820
894	666			176			813
895	667			177			819
896	659			181			815
897	665			178			823
898	676			179			821
899	669			179			840
900	678			183			828
901	673			181			826
902	675			180			838
903	681			179			843
904	674			179			831
905	681			180			838
906	682			183			837
907	678			182			834
908	681			181			852
909	691			179			850
910	687			184			851
911	690			181			848
912	689			180			848
913	694			182			851
914	696			184			854
915	694			182			855
916	706			194			863
917	697			179			863
918	703			181			860
919	703			188			860
920	702			183			855
921	703			187			869
922	712			185			866
923	701			184			879
924	707			182			869
925	707			190			871
926	708			183			867
927	714			186			878
928	709			185			881
929	716			184			889
930	721			187			880
931	717			184			892
932	723			186			894
933	726			183			880
934	727			184			889
935	725			184			889
936	724			187			900
937	729			187			898
938	734			189			898
939	730			185			903
940	734			187			899
941	734			186			899
942	743			188			909
943	734			186			905
944	744			187			906
945	740			185			910
946	741			189			908
947	747			192			919
948	740			188			918
949	740			187			913
950	742			190			921
951	752			188			927
952	748			191			923
953	750			187			925
954	775			188			928
955	756			189			944
956	759			190			932
957	770			190			932
958	755			190			935
959	756			190			938
960	765			190			941
961	763			191			947
962	765			191			958
963	769			192			971
964	775			194			971
965	772			195			987
966	778			194			997
967	774			190			990
968	773			193			829
969	770			194			836
970	773			194			830
971	774			195			834
972	784			193			838
973	780			191			843
974	783			193			834
975	787			197			837
976	789			194			838
977	786			197			844
978	787			195			842
979	789			195			847
980	799			193			847
981	803			196			852
982	795			193			856
983	800			193			851
984	796			194			857
985	803			198			854
986	805			194			860
987	811			196			858
988	810			194			868
989	807			200			861
990	807			207			874
991	807			199			872
992	824			200			870
993	828			197			871
994	824			199			883
995	824			198			872
996	814			197			875
997	821			200			872
998	826			204			883
999	835			201			895
1000	822			198			884
